Collection_ID,Datetime,Village_Khyllemsangrin,Village_Kriangrin,Village_Kyrdum,Village_Langja,Village_Mawsikar,Village_Nonglang,Village_Pyndensohstap,Village_Siangra,Village_Umthlu,Village_Umwahlang,House_ID,Latitude,Longitude,Elevation,Building_Material_Bamboo,Building_Material_Concrete,Building_Material_Wood,Roof_Type_Concrete,Roof_Type_Thatched,Roof_Type_Tin,Open_Eaves,Standing_Water_Cistern_Outside,Standing_Water_Plastic_Container,Standing_Water_Tin_Can,Standing_Water_Other_Container,Animals_Nearby,Chicken_Count,Chicken_Distance,Cattle_Count,Cattle_Distance,Dog_Count,Dog_Distance,Goat_Count,Goat_Distance,Pig_Count,Pig_Distance,Horse_Count,Horse_Distance,Duck_Count,Duck_Distance,Cat_Count,Cat_Distance,Terrain_Hill,Terrain_Plateau,Terrain_Valley,Sky_Clear,Sky_Heavy_Rain,Sky_Light_Rain,Sky_Partly_Cloudy,Environment_Secondary_Evergreen_Forest,Environment_Village,Wind_Gusts,Wind_Light,Wind_None,Wind_Strong,Slept_Under_ITN_LN,Used_Repellent_LN,Repellent_Type_Coil_LN,Repellent_Type_Cream_LN,Repellent_Type_Mat_LN,Repellent_Type_Spray_LN,Repellent_Type_Vaporizer_LN,Repellent_Type_Other_LN,Used_Repellent_CN,Repellent_Type_Coil_CN,Repellent_Type_Cream_CN,Repellent_Type_Mat_CN,Repellent_Type_Spray_CN,Repellent_Type_Vaporizer_CN,Repellent_Type_Other_CN,Mosquito_Count,An._Maculatus,An._Pseudowillmori,An._Willmori,An._Jeyporiensis,An._Annularis,An._Nitidus,An._Peditaeniatus,An._Xui,An._Splendidus,An._Jamesii,Rice,Open_Forest,Closed_Forest,Plantation,Village,Bare_Earth,Month
NKHY077,2019-02-08 16:50:00,1,0,0,0,0,0,0,0,0,0,khyl074,25.731983333333332,91.17455,974,1,0,0,0,1,0,1,0,1,0,0,1,0,,0,,0,,0,,1,25.0,0,,0,,0,,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175906343,0.240055245,0.522176969,0.0148465,0.036309905,0.010705037,February
NKHY078,2019-02-08 17:02:00,1,0,0,0,0,0,0,0,0,0,khyl002,25.7321,91.17431666666667,972,1,0,0,0,0,1,1,0,0,0,1,1,0,,0,,0,,0,,1,50.0,0,,0,,0,,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176530969,0.239706796,0.521750832,0.01446299,0.036604308,0.010944104,February
NKHY080,2019-02-08 17:20:00,1,0,0,0,0,0,0,0,0,0,khyl026,25.726466666666667,91.1773,1018,0,0,1,0,0,1,1,0,1,0,0,1,4,25.0,0,,0,,0,,1,50.0,0,,0,,0,,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205241408,0.295765953,0.451588891,0.021395059,0.019461518,0.006547171,February
NKRI001,2019-07-05 17:26:00,0,1,0,0,0,0,0,0,0,0,krian067,25.634966666666667,91.18268333333333,1153,0,0,1,0,0,1,0,1,0,0,0,1,10,25.0,0,,0,,0,,0,,0,,0,,0,,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0.371230646,0.361999714,0.186748862,0.036477544,0.034157611,0.009385623,July
NKRI002,2019-07-05 17:38:00,0,1,0,0,0,0,0,0,0,0,krian025,25.635283333333334,91.18285,1160,0,0,1,0,0,1,1,0,0,0,1,1,4,25.0,0,,2,25.0,0,,1,50.0,0,,0,,1,25.0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,4,2,0,0,0,1,0,0,1,0.364156764,0.361264114,0.192480132,0.039314818,0.033539281,0.009244891,July
NKRI003,2019-07-05 17:43:00,0,1,0,0,0,0,0,0,0,0,krian026,25.635283333333334,91.183,1164,1,0,0,0,0,1,1,0,0,0,1,1,2,25.0,0,,3,25.0,0,,0,,0,,0,,0,,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359376994,0.360637324,0.196279897,0.041566573,0.032982759,0.009156453,July
NKRI004,2019-07-05 17:49:00,0,1,0,0,0,0,0,0,0,0,krian024,25.635416666666668,91.183,1166,0,0,1,0,0,1,1,0,0,0,1,1,2,25.0,0,,1,25.0,0,,0,,0,,0,,0,,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356890511,0.360958792,0.198311657,0.042047289,0.032727953,0.009063798,July
NKRI007,2019-07-05 18:37:00,0,1,0,0,0,0,0,0,0,0,krian071,25.636233333333333,91.1843,1173,0,0,1,0,0,1,1,0,0,0,1,1,2,25.0,0,,3,25.0,0,,1,50.0,0,,0,,1,25.0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290356372,0.364766651,0.250910583,0.062628075,0.024320847,0.007017472,July
NKRI008,2019-07-05 18:53:00,0,1,0,0,0,0,0,0,0,0,krian065,25.634933333333333,91.1844,1162,0,1,0,0,0,1,0,0,0,0,1,1,6,25.0,0,,0,,0,,0,,0,,0,,1,25.0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312807328,0.365573843,0.22998691,0.058164064,0.025934594,0.007533261,July
NKRI009,2019-07-05 19:03:00,0,1,0,0,0,0,0,0,0,0,krian027,25.634266666666665,91.18426666666667,1149,0,1,0,0,0,1,0,0,0,0,1,1,4,25.0,0,,0,,0,,1,50.0,0,,0,,0,,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326848542,0.368153253,0.21859858,0.052158536,0.026549909,0.007691179,July
NKRI011,2019-08-05 16:23:00,0,1,0,0,0,0,0,0,0,0,krian045,25.634900000000002,91.1816,1149,0,0,1,0,0,1,1,0,0,0,1,1,30,25.0,0,,0,,0,,1,50.0,0,,0,,1,25.0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386026916,0.37197932,0.173883115,0.026078568,0.033544207,0.008487876,August
NKRI012,2019-08-05 16:36:00,0,1,0,0,0,0,0,0,0,0,krian046,25.634716666666666,91.18151666666667,1174,0,0,1,0,0,1,1,0,0,0,1,1,4,25.0,0,,0,,0,,1,50.0,0,,0,,0,,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387068267,0.373527039,0.172690683,0.02501121,0.033348787,0.008354014,August
NKRI014,2019-08-05 17:01:00,0,1,0,0,0,0,0,0,0,0,krian048,25.647433333333332,91.18076666666667,1190,0,0,1,0,0,1,1,0,0,0,1,1,2,25.0,0,,0,,0,,0,,0,,0,,2,25.0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.184618378,0.411155908,0.397239874,0.000962024,0.004760121,0.001263695,August
NKRI016,2019-08-05 17:24:00,0,1,0,0,0,0,0,0,0,0,krian051,25.63395,91.18063333333333,1171,0,0,1,0,0,1,1,0,0,0,1,1,4,25.0,0,,0,,0,,0,,0,,0,,1,25.0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380087555,0.392997613,0.17255711,0.017450103,0.030175248,0.00673237,August
NKRI017,2019-08-05 17:31:00,0,1,0,0,0,0,0,0,0,0,krian052,25.63405,91.18035,1187,0,0,1,0,0,1,1,0,0,0,1,1,3,25.0,0,,0,,2,25.0,0,,0,,0,,0,,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379111922,0.397647229,0.171773737,0.016040232,0.028996689,0.006430192,August
NKRI018,2019-08-05 18:27:00,0,1,0,0,0,0,0,0,0,0,krian053,25.633666666666667,91.18045,1164,0,1,0,1,0,0,1,0,0,0,1,1,2,25.0,0,,0,,0,,0,,0,,0,,0,,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37451268,0.398601671,0.175013988,0.016214491,0.029314388,0.006342781,August
NKRI019,2019-08-05 18:55:00,0,1,0,0,0,0,0,0,0,0,krian031,25.6354,91.18225,1164,0,0,1,0,0,1,1,0,0,0,1,1,2,25.0,0,,0,,0,,2,50.0,0,,0,,0,,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373990102,0.365223488,0.184721053,0.033336486,0.033737244,0.008991627,August
NKRI020,2019-08-05 19:37:00,0,1,0,0,0,0,0,0,0,0,krian007,25.637966666666667,91.1824,1177,0,1,0,0,0,1,0,0,0,0,1,1,2,25.0,0,,0,,0,,1,50.0,0,,0,,0,,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.318478006,0.382031022,0.239440117,0.032998446,0.021126817,0.005925591,August
NKRI027,2019-09-05 17:30:00,0,1,0,0,0,0,0,0,0,0,krian067,25.634966666666667,91.18268333333333,1153,0,0,1,0,0,1,0,1,0,0,0,1,10,25.0,0,,0,,0,,0,,0,,0,,0,,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371230646,0.361999714,0.186748862,0.036477544,0.034157611,0.009385623,September
NKRI028,2019-09-05 17:35:00,0,1,0,0,0,0,0,0,0,0,krian025,25.635283333333334,91.18285,1160,0,0,1,0,0,1,1,0,0,0,1,1,4,25.0,0,,2,25.0,0,,1,50.0,0,,0,,0,,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364156764,0.361264114,0.192480132,0.039314818,0.033539281,0.009244891,September
NKRI029,2019-09-05 17:40:00,0,1,0,0,0,0,0,0,0,0,krian026,25.635283333333334,91.183,1164,1,0,0,0,0,1,1,0,0,0,1,1,2,25.0,0,,3,25.0,0,,0,,0,,0,,0,,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359376994,0.360637324,0.196279897,0.041566573,0.032982759,0.009156453,September
NKRI030,2019-09-05 17:48:00,0,1,0,0,0,0,0,0,0,0,krian024,25.635416666666668,91.183,1166,0,0,1,0,0,1,1,0,0,0,1,1,2,25.0,0,,1,25.0,0,,0,,0,,0,,0,,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356890511,0.360958792,0.198311657,0.042047289,0.032727953,0.009063798,September
NKRI033,2019-09-05 18:12:00,0,1,0,0,0,0,0,0,0,0,krian071,25.636233333333333,91.16763333333333,1173,0,0,1,0,0,1,1,0,0,0,1,1,2,25.0,0,,3,25.0,0,,1,50.0,0,,0,,0,,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293417552,0.412924308,0.24069086,0.000718374,0.04401779,0.008231117,September
NKRI034,2019-09-05 18:20:00,0,1,0,0,0,0,0,0,0,0,krian065,25.634933333333333,91.16773333333333,1162,0,1,0,0,0,1,0,0,0,0,1,1,2,25.0,0,,0,,0,,0,,0,,0,,1,25.0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334749676,0.430760159,0.182417419,0.000544302,0.043918097,0.007610347,September
NKRI035,2019-09-05 18:30:00,0,1,0,0,0,0,0,0,0,0,krian027,25.634266666666665,91.1676,1149,0,1,0,0,0,1,0,0,0,0,1,1,4,25.0,0,,0,,0,,1,50.0,0,,0,,0,,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352893158,0.438812833,0.156571053,0.000472591,0.043891993,0.007358372,September
NKRI042,2019-10-05 17:40:00,0,1,0,0,0,0,0,0,0,0,krian045,25.634900000000002,91.1816,1149,0,0,1,0,0,1,1,0,0,0,1,1,30,25.0,0,,0,,0,,1,25.0,0,,0,,0,,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386026916,0.37197932,0.173883115,0.026078568,0.033544207,0.008487876,October
NKRI043,2019-10-05 17:45:00,0,1,0,0,0,0,0,0,0,0,krian046,25.634716666666666,91.18151666666667,1174,0,0,1,0,0,1,1,0,0,0,1,1,4,25.0,0,,0,,0,,1,50.0,0,,0,,0,,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387068267,0.373527039,0.172690683,0.02501121,0.033348787,0.008354014,October
NKRI045,2019-10-05 17:55:00,0,1,0,0,0,0,0,0,0,0,krian048,25.647433333333332,91.18076666666667,1190,0,0,1,0,0,1,1,0,0,0,1,1,2,25.0,0,,0,,0,,0,,0,,0,,0,,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0.184618378,0.411155908,0.397239874,0.000962024,0.004760121,0.001263695,October
NKRI047,2019-10-05 18:08:00,0,1,0,0,0,0,0,0,0,0,krian051,25.63395,91.18063333333333,1171,0,0,1,0,0,1,1,0,0,0,1,1,4,25.0,0,,0,,0,,0,,0,,0,,1,25.0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380087555,0.392997613,0.17255711,0.017450103,0.030175248,0.00673237,October
NKRI048,2019-10-05 18:13:00,0,1,0,0,0,0,0,0,0,0,krian052,25.63405,91.18035,1187,0,0,1,0,0,1,1,0,0,0,1,1,3,25.0,0,,0,,2,25.0,0,,0,,0,,0,,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379111922,0.397647229,0.171773737,0.016040232,0.028996689,0.006430192,October
NKRI049,2019-10-05 18:20:00,0,1,0,0,0,0,0,0,0,0,krian053,25.633666666666667,91.18045,1164,0,1,0,1,0,0,1,0,0,0,1,1,2,25.0,0,,0,,0,,0,,0,,0,,0,,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37451268,0.398601671,0.175013988,0.016214491,0.029314388,0.006342781,October
NKRI050,2019-10-05 18:25:00,0,1,0,0,0,0,0,0,0,0,krian031,25.6354,91.18225,1164,0,0,1,0,0,1,1,0,0,0,1,1,2,25.0,0,,0,,0,,2,50.0,0,,0,,0,,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373990102,0.365223488,0.184721053,0.033336486,0.033737244,0.008991627,October
NKRI051,2019-10-05 18:35:00,0,1,0,0,0,0,0,0,0,0,krian007,25.637966666666667,91.1824,1177,0,1,0,0,0,1,0,0,0,0,1,1,2,25.0,0,,0,,0,,0,,0,,0,,0,,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318478006,0.382031022,0.239440117,0.032998446,0.021126817,0.005925591,October
NKRI052,2019-07-22 15:07:00,0,1,0,0,0,0,0,0,0,0,krian045,25.634866666666667,91.18166666666667,1160,0,1,0,0,0,1,1,0,0,0,1,1,20,25.0,0,,0,,0,,0,,0,,0,,0,,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386343532,0.372091194,0.173559448,0.025942613,0.033577563,0.00848565,July
NKRI053,2019-07-22 15:13:00,0,1,0,0,0,0,0,0,0,0,krian051,25.633916666666668,91.18058333333333,1169,0,0,1,0,0,1,1,0,0,0,1,1,7,25.0,0,,2,25.0,0,,0,,0,,0,,0,,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380087588,0.392997622,0.17255709,0.017450084,0.030175247,0.006732369,July
NKRI054,2019-07-22 15:30:00,0,1,0,0,0,0,0,0,0,0,krian052,25.634016666666668,91.18035,1188,0,1,0,0,0,1,1,0,1,0,0,1,4,50.0,0,,2,25.0,0,,0,,0,,0,,0,,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378118484,0.398189246,0.172303244,0.015985205,0.02901013,0.006393692,July
NKRI057,2019-07-22 16:12:00,0,1,0,0,0,0,0,0,0,0,krian071,25.636233333333333,91.16773333333333,1169,0,1,0,0,0,1,1,0,0,0,1,1,10,25.0,0,,0,,0,,0,,0,,0,,0,,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292873311,0.412751663,0.241725989,0.000726948,0.04376153,0.008160559,July
NKRI058,2019-07-22 16:20:00,0,1,0,0,0,0,0,0,0,0,krian065,25.635,91.1845,1160,0,1,0,0,0,1,1,0,0,0,1,1,2,25.0,0,,0,,0,,0,,0,,0,,0,,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307307167,0.366021812,0.23405892,0.059845152,0.025383654,0.007383294,July
NKRI059,2019-07-22 16:35:00,0,1,0,0,0,0,0,0,0,0,krian027,25.6342,91.1843,1162,0,1,0,0,0,1,1,0,0,0,1,1,2,25.0,0,,1,25.0,0,,0,,0,,0,,0,,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323053123,0.369798971,0.22089343,0.052827965,0.025918689,0.007507822,July
NKRI062,2019-07-22 17:12:00,0,1,0,0,0,0,0,0,0,0,krian067,25.63495,91.18251666666667,1164,0,1,0,0,0,1,1,0,0,0,1,1,3,25.0,0,,0,,0,,0,,0,,0,,0,,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.375589726,0.363237369,0.183177961,0.034223603,0.034415223,0.009356119,July
NKRI064,2019-02-07 17:35:00,0,1,0,0,0,0,0,0,0,0,krian025,25.63535,91.18276666666667,1167,0,0,1,0,0,1,1,0,0,0,1,1,2,50.0,0,,1,25.0,0,,0,,0,,0,,0,,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365288836,0.36184392,0.191615187,0.03842911,0.033604934,0.009218012,February
NKRI065,2019-07-23 17:45:00,0,1,0,0,0,0,0,0,0,0,krian026,25.63535,91.18276666666667,1167,1,0,0,0,0,1,1,0,0,0,1,1,0,,0,,2,25.0,0,,1,50.0,0,,0,,0,,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365288836,0.36184392,0.191615187,0.03842911,0.033604934,0.009218012,July
NKRI066,2019-07-23 18:00:00,0,1,0,0,0,0,0,0,0,0,krian024,25.635383333333333,91.18301666666666,1171,0,1,0,0,0,1,1,0,0,0,1,1,2,25.0,0,,0,,0,,0,,0,,0,,0,,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356890538,0.360958777,0.198311638,0.042047293,0.032727956,0.009063799,July
NKRI068,2019-07-23 18:25:00,0,1,0,0,0,0,0,0,0,0,krian046,25.634716666666666,91.1815,1163,0,0,1,0,0,1,1,0,0,0,1,1,1,50.0,0,,0,,0,,1,100.0,0,,0,,0,,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.387430124,0.37486531,0.172143723,0.024238496,0.033092598,0.00822975,July
NKRI069,2019-07-23 18:37:00,0,1,0,0,0,0,0,0,0,0,krian048,25.634733333333333,91.18078333333334,1186,0,0,1,0,0,1,1,0,0,0,1,1,0,,0,,0,,0,,1,100.0,0,,0,,0,,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387201566,0.385405802,0.170105574,0.019351073,0.03063549,0.007300494,July
NKRI070,2019-07-23 18:50:00,0,1,0,0,0,0,0,0,0,0,krian007,25.637983333333334,91.18243333333334,1183,0,1,0,0,0,1,1,0,0,0,1,1,7,50.0,0,,0,,0,,1,50.0,0,,0,,0,,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315668278,0.381282452,0.24197331,0.034067587,0.021082282,0.005926091,July
NKRI072,2019-07-24 17:10:00,0,1,0,0,0,0,0,0,0,0,krian045,25.634866666666667,91.18166666666667,1160,0,1,0,0,0,1,1,0,0,0,1,1,20,25.0,0,,0,,0,,0,,0,,0,,0,,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386343532,0.372091194,0.173559448,0.025942613,0.033577563,0.00848565,July
NKRI073,2019-07-24 17:20:00,0,1,0,0,0,0,0,0,0,0,krian051,25.633916666666668,91.18058333333333,1169,0,0,1,0,0,1,1,0,0,0,1,1,7,25.0,0,,2,25.0,0,,0,,0,,0,,0,,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380087588,0.392997622,0.17255709,0.017450084,0.030175247,0.006732369,July
NKRI074,2019-07-24 17:30:00,0,1,0,0,0,0,0,0,0,0,krian052,25.634016666666668,91.18035,1188,0,0,1,0,0,1,1,0,0,0,1,1,7,25.0,0,,2,50.0,0,,0,,0,,0,,0,,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378118484,0.398189246,0.172303244,0.015985205,0.02901013,0.006393692,July
NKRI077,2019-07-23 17:50:00,0,1,0,0,0,0,0,0,0,0,krian071,25.636233333333333,91.16773333333333,1169,0,0,1,0,0,1,1,0,0,0,1,1,10,50.0,0,,0,,0,,0,,0,,0,,0,,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292873311,0.412751663,0.241725989,0.000726948,0.04376153,0.008160559,July
NKRI079,2019-07-24 17:30:00,0,1,0,0,0,0,0,0,0,0,krian027,25.6342,91.1843,1161,0,1,0,0,0,1,1,0,0,0,1,1,2,25.0,0,,1,25.0,0,,0,,0,,0,,0,,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323053123,0.369798971,0.22089343,0.052827965,0.025918689,0.007507822,July
