Collection_ID,Datetime,Village_Khyllemsangrin,Village_Kriangrin,Village_Kyrdum,Village_Langja,Village_Mawsikar,Village_Nonglang,Village_Pyndensohstap,Village_Siangra,Village_Umthlu,Village_Umwahlang,House_ID,Latitude,Longitude,Elevation,Building_Material_Bamboo,Building_Material_Concrete,Building_Material_Wood,Roof_Type_Concrete,Roof_Type_Thatched,Roof_Type_Tin,Open_Eaves,Standing_Water_Cistern_Outside,Standing_Water_Plastic_Container,Standing_Water_Tin_Can,Standing_Water_Other_Container,Animals_Nearby,Chicken_Count,Chicken_Distance,Cattle_Count,Cattle_Distance,Dog_Count,Dog_Distance,Goat_Count,Goat_Distance,Pig_Count,Pig_Distance,Horse_Count,Horse_Distance,Duck_Count,Duck_Distance,Cat_Count,Cat_Distance,Terrain_Hill,Terrain_Plateau,Terrain_Valley,Sky_Clear,Sky_Heavy_Rain,Sky_Light_Rain,Sky_Partly_Cloudy,Environment_Secondary_Evergreen_Forest,Environment_Village,Wind_Gusts,Wind_Light,Wind_None,Wind_Strong,Slept_Under_ITN_LN,Used_Repellent_LN,Repellent_Type_Coil_LN,Repellent_Type_Cream_LN,Repellent_Type_Mat_LN,Repellent_Type_Spray_LN,Repellent_Type_Vaporizer_LN,Repellent_Type_Other_LN,Used_Repellent_CN,Repellent_Type_Coil_CN,Repellent_Type_Cream_CN,Repellent_Type_Mat_CN,Repellent_Type_Spray_CN,Repellent_Type_Vaporizer_CN,Repellent_Type_Other_CN,Mosquito_Count,An._Maculatus,An._Pseudowillmori,An._Willmori,An._Jeyporiensis,An._Annularis,An._Nitidus,An._Peditaeniatus,An._Xui,An._Splendidus,An._Jamesii,Rice,Open_Forest,Closed_Forest,Plantation,Village,Bare_Earth,Month
NKRI082,2019-07-25 17:15:00,0,1,0,0,0,0,0,0,0,0,krian067,25.63495,91.18251666666667,1164,0,1,0,0,0,1,1,0,0,0,1,1,3,25.0,0,,0,,0,,0,,0,,0,,0,,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375589726,0.363237369,0.183177961,0.034223603,0.034415223,0.009356119,July
NKRI084,2019-07-25 17:25:00,0,1,0,0,0,0,0,0,0,0,krian025,25.63535,91.18276666666667,1167,0,0,1,0,0,1,1,0,0,0,1,1,2,50.0,0,,1,25.0,0,,0,,0,,0,,0,,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0.365288836,0.36184392,0.191615187,0.03842911,0.033604934,0.009218012,July
NKRI085,2019-07-25 15:35:00,0,1,0,0,0,0,0,0,0,0,krian026,25.635283333333334,91.18305,1167,1,0,0,0,0,1,1,0,0,0,1,1,0,,0,,2,25.0,0,,1,50.0,0,,0,,0,,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359376998,0.360637318,0.19627989,0.041566586,0.032982756,0.009156453,July
NKRI086,2019-07-25 17:45:00,0,1,0,0,0,0,0,0,0,0,krian024,25.635383333333333,91.18301666666666,1171,0,1,0,0,0,1,1,0,0,0,1,1,2,25.0,0,,0,,0,,0,,0,,0,,0,,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0.356890538,0.360958777,0.198311638,0.042047293,0.032727956,0.009063799,July
NKRI088,2019-07-25 18:02:00,0,1,0,0,0,0,0,0,0,0,krian046,25.634716666666666,91.1815,1163,0,0,1,0,0,1,1,0,0,0,1,1,1,50.0,0,,0,,0,,1,50.0,0,,0,,0,,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387430124,0.37486531,0.172143723,0.024238496,0.033092598,0.00822975,July
NKRI089,2019-07-25 18:15:00,0,1,0,0,0,0,0,0,0,0,krian048,25.634733333333333,91.18078333333334,1186,0,0,1,0,0,1,1,0,0,0,1,1,0,,0,,0,,0,,1,100.0,0,,0,,0,,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387201566,0.385405802,0.170105574,0.019351073,0.03063549,0.007300494,July
NKRI090,2019-07-25 18:25:00,0,1,0,0,0,0,0,0,0,0,krian007,25.637983333333334,91.18243333333334,1183,0,1,0,0,0,1,1,0,0,0,1,1,7,50.0,0,,0,,0,,1,50.0,0,,0,,0,,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315668278,0.381282452,0.24197331,0.034067587,0.021082282,0.005926091,July
NKYR011,2018-09-27 14:33:00,0,0,1,0,0,0,0,0,0,0,kyrd025,25.714366666666667,91.20375,1286,0,0,1,0,0,1,0,0,0,0,0,1,6,25.0,0,,0,,0,,0,,0,,0,,0,,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,0,0,0,0,0,0,0,0,0.099177702,0.307391775,0.562349817,0.024964419,0.00467446,0.001441826,September
NKYR012,2018-09-27 15:03:00,0,0,1,0,0,0,0,0,0,0,kyrd086,25.714366666666667,91.20375,1286,0,0,1,0,0,1,0,0,0,0,1,1,5,25.0,11,25.0,2,25.0,1,25.0,0,,0,,0,,1,25.0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.099177702,0.307391775,0.562349817,0.024964419,0.00467446,0.001441826,September
NKYR019,2018-03-10 16:54:00,0,0,1,0,0,0,0,0,0,0,kyrd051,25.720933333333335,91.20381666666667,1160,0,1,0,0,0,1,0,0,1,0,0,1,3,25.0,0,,0,,0,,0,,0,,0,,0,,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,2,0,0,0,0,1,0,0.138199763,0.278012229,0.547518538,0.031224582,0.002231631,0.002813258,March
NKYR020,2018-03-10 17:41:00,0,0,1,0,0,0,0,0,0,0,kyrd040,25.721016666666667,91.20423333333333,1134,0,0,1,0,0,1,0,0,1,0,0,1,4,25.0,0,,0,,0,,0,,0,,0,,1,25.0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0.136572481,0.276857841,0.551688793,0.030181499,0.002116193,0.002583192,March
NKYR021,2018-03-10 18:32:00,0,0,1,0,0,0,0,0,0,0,kyrd079,25.720316666666665,91.20315,1153,0,0,1,0,0,1,0,0,1,0,0,1,0,,0,,0,,2,25.0,0,,0,,0,,1,25.0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,12,1,0,19,0,0,0,0,0,0,0.137608324,0.280364132,0.543359191,0.032479745,0.002708593,0.003480015,March
NKYR025,2018-04-10 16:04:00,0,0,1,0,0,0,0,0,0,0,kyrd000,25.711133333333333,91.20118333333333,0,0,0,1,0,0,1,0,0,1,0,0,1,20,25.0,0,,1,25.0,1,25.0,1,50.0,0,,0,,3,25.0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.126854313,0.299379829,0.541530875,0.02014796,0.010099783,0.001987239,April
NKYR033,2019-06-25 19:00:00,0,0,1,0,0,0,0,0,0,0,kyrd057,25.716683333333332,91.19763333333333,1157,0,0,1,0,0,1,0,0,1,0,0,1,2,50.0,0,,0,,0,,0,,0,,0,,0,,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0.162693435,0.309089088,0.473484428,0.03641368,0.015268462,0.003050906,June
NKYR044,2019-06-26 17:58:00,0,0,1,0,0,0,0,0,0,0,kyrd104,25.721666666666668,91.2062,1151,1,0,0,0,0,1,1,0,0,0,1,1,9,50.0,0,,0,,0,,0,,0,,0,,0,,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125593219,0.269048217,0.576280634,0.025694699,0.001881517,0.001501712,June
NKYR046,2019-06-26 18:43:00,0,0,1,0,0,0,0,0,0,0,kyrd063,25.71635,91.20015,1166,0,1,0,0,0,1,0,0,1,0,0,1,10,50.0,0,,0,,0,,1,25.0,0,,0,,0,,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153886697,0.304986772,0.493099707,0.032482137,0.01217362,0.003371067,June
NKYR047,2019-06-26 19:33:00,0,0,1,0,0,0,0,0,0,0,kyrd016,25.713583333333332,91.19791666666667,1151,0,0,1,0,0,1,1,0,1,0,0,1,0,,0,,1,25.0,0,,0,,0,,0,,0,,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211351058,0.306362885,0.429495802,0.024054578,0.025031121,0.003704556,June
NKYR050,2019-06-27 16:49:00,0,0,1,0,0,0,0,0,0,0,kyrd067,25.712783333333334,91.20213333333334,1233,0,0,1,0,0,1,1,0,1,0,0,1,9,50.0,0,,0,,0,,0,,0,,0,,0,,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117067614,0.303459758,0.547858468,0.021030581,0.008877777,0.001705802,June
NKYR051,2019-06-27 17:30:00,0,0,1,0,0,0,0,0,0,0,kyrd056,25.71405,91.20258333333334,1269,0,0,1,0,0,1,1,0,1,0,0,1,5,50.0,0,,0,,3,50.0,0,,0,,0,,0,,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11477494,0.307104704,0.544347139,0.024300688,0.007645652,0.001826876,June
NKYR052,2019-06-27 17:42:00,0,0,1,0,0,0,0,0,0,0,kyrd084,25.71405,91.20396666666667,1147,0,0,1,0,0,1,1,0,1,0,0,1,2,25.0,0,,0,,0,,0,,0,,0,,0,,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093436669,0.306257465,0.570954585,0.024033168,0.004087701,0.001230412,June
NKYR053,2019-06-27 15:55:00,0,0,1,0,0,0,0,0,0,0,kyrd057,25.716683333333332,91.19763333333333,1157,0,0,1,0,0,1,1,0,1,0,0,1,2,50.0,0,,0,,0,,0,,0,,0,,0,,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162693435,0.309089088,0.473484428,0.03641368,0.015268462,0.003050906,June
NKYR054,2019-06-27 19:40:00,0,0,1,0,0,0,0,0,0,0,kyrd094,25.716116666666668,91.19528333333334,1172,0,0,1,0,0,1,1,0,0,1,0,1,0,,0,,0,,0,,1,100.0,0,,0,,0,,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156103998,0.309995876,0.482642291,0.034597435,0.014296915,0.002363484,June
NKYR055,2019-06-27 19:52:00,0,0,1,0,0,0,0,0,0,0,kyrd027,25.716083333333334,91.19571666666667,1140,0,0,1,0,0,1,1,0,0,1,0,1,0,,0,,0,,0,,1,100.0,0,,0,,0,,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163710098,0.311205224,0.472152481,0.034892847,0.015471633,0.002567717,June
NKYR056,2019-06-27 19:58:00,0,0,1,0,0,0,0,0,0,0,kyrd085,25.716333333333335,91.1955,1170,0,0,1,0,0,1,1,0,1,0,0,1,10,50.0,0,,0,,0,,0,,0,,0,,0,,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15403018,0.30838094,0.485938539,0.035154827,0.014123864,0.00237165,June
NKYR062,2019-06-28 17:15:00,0,0,1,0,0,0,0,0,0,0,kyrd042,25.720916666666668,91.20573333333333,1139,0,0,1,0,0,1,1,0,1,0,0,1,0,,0,,0,,1,50.0,0,,0,,0,,0,,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121221222,0.268503665,0.580217114,0.026338469,0.001886848,0.001832683,June
NKYR063,2019-06-28 17:40:00,0,0,1,0,0,0,0,0,0,0,kyrd011,25.7216,91.20565,1158,0,1,0,0,0,1,1,0,1,0,0,1,0,,2,50.0,0,,0,,0,,0,,0,,0,,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129787256,0.271933578,0.567949226,0.026724014,0.001872075,0.001733852,June
NKYR064,2019-06-28 17:56:00,0,0,1,0,0,0,0,0,0,0,kyrd104,25.721666666666668,91.20625,1151,1,0,0,0,0,1,0,0,0,0,1,1,9,50.0,0,,0,,0,,0,,0,,0,,0,,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125593246,0.269048221,0.576280607,0.025694697,0.001881517,0.001501712,June
NKYR066,2019-06-28 18:30:00,0,0,1,0,0,0,0,0,0,0,kyrd063,25.71635,91.20015,1166,0,1,0,0,0,1,0,0,1,0,0,1,10,,0,,0,,0,,1,25.0,0,,0,,0,,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0,0,7,0,1,0,0,0,1,0.153886697,0.304986772,0.493099707,0.032482137,0.01217362,0.003371067,June
NKYR067,2019-06-28 18:50:00,0,0,1,0,0,0,0,0,0,0,kyrd016,25.713583333333332,91.19791666666667,1151,0,0,1,0,0,1,1,0,1,0,0,1,0,,0,,1,25.0,0,,0,,0,,0,,0,,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211351058,0.306362885,0.429495802,0.024054578,0.025031121,0.003704556,June
NKYR070,2019-06-09 15:30:00,0,0,1,0,0,0,0,0,0,0,kyrd027,25.716066666666666,91.1955,1175,0,0,1,0,0,1,1,0,1,0,0,1,8,15.0,0,,2,5.0,0,,1,50.0,0,,0,,0,,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.160614717,0.310989258,0.476373535,0.034617979,0.014939882,0.00246463,June
NKYR073,2019-06-09 17:00:00,0,0,1,0,0,0,0,0,0,0,kyrd005,25.7171,91.19585,1169,0,1,0,0,0,1,1,0,1,0,0,1,0,,0,,1,5.0,0,,0,,0,,0,,0,,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.138806969,0.299313642,0.510518955,0.036854358,0.012253368,0.002252708,June
NLAN002,2019-06-08 18:20:00,0,0,0,1,0,0,0,0,0,0,lang109,25.730283333333333,91.16996666666667,978,0,0,1,0,0,1,1,0,1,0,0,1,0,,0,,0,,0,,0,,3,100.0,0,,0,,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261191614,0.254530517,0.392074275,0.016532245,0.056300885,0.019370463,June
NLAN003,2019-06-08 18:40:00,0,0,0,1,0,0,0,0,0,0,lang029,25.728183333333334,91.1701,974,0,0,1,0,0,1,1,0,1,0,0,1,4,25.0,0,,0,,0,,2,50.0,0,,0,,0,,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,1,0,1,0,0,0,0,0,0,0.252734476,0.259408317,0.402430729,0.021484685,0.048980844,0.014960949,June
NLAN004,2019-06-08 19:02:00,0,0,0,1,0,0,0,0,0,0,lang012,25.72835,91.1691,1000,0,0,1,0,0,1,1,0,1,0,0,1,0,,0,,0,,0,,1,50.0,0,,0,,0,,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.242708825,0.256797966,0.416347871,0.026205893,0.043894024,0.014045422,June
NLAN005,2019-06-08 19:47:00,0,0,0,1,0,0,0,0,0,0,lang003,25.728616666666667,91.17373333333333,998,0,1,0,1,0,0,1,1,0,0,0,1,0,,0,,0,,0,,1,50.0,0,,0,,0,,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260896311,0.275826896,0.389929544,0.014797893,0.04439136,0.014157996,June
NLAN007,2019-06-08 20:45:00,0,0,0,1,0,0,0,0,0,0,lang003,25.72925,91.1729,970,0,0,1,0,0,1,1,0,1,0,0,1,10,25.0,0,,0,,0,,1,50.0,0,,0,,0,,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26403481,0.271931365,0.385288152,0.013555972,0.049437014,0.015752686,June
NLAN011,2019-07-08 16:37:00,0,0,0,1,0,0,0,0,0,0,lang058,25.727766666666668,91.17286666666666,1007,0,1,0,1,0,0,1,1,0,0,0,1,0,,2,50.0,0,,0,,1,100.0,0,,0,,0,,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0.267596243,0.272933668,0.386298038,0.015587648,0.043567957,0.014016445,July
NLAN012,2019-07-08 17:16:00,0,0,0,1,0,0,0,0,0,0,lang065,25.730183333333333,91.1708,983,0,1,0,0,0,1,1,0,1,0,0,1,0,,0,,0,,0,,1,50.0,0,,0,,0,,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264215583,0.258715676,0.385340751,0.014119878,0.058061087,0.019547025,July
NLAN014,2019-07-08 18:21:00,0,0,0,1,0,0,0,0,0,0,lang110,25.730083333333333,91.1694,987,1,0,0,0,0,1,1,0,1,0,0,1,0,,0,,0,,0,,1,50.0,0,,0,,0,,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.257387042,0.253529147,0.397925029,0.019730988,0.053047698,0.018380096,July
NLAN015,2019-07-08 18:30:00,0,0,0,1,0,0,0,0,0,0,lang045,25.728616666666667,91.17028333333333,976,0,0,1,0,0,1,1,0,1,0,0,1,0,,0,,0,,0,,1,50.0,0,,0,,0,,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25970858,0.258989058,0.391928377,0.019457167,0.05353153,0.016385288,July
NLAN016,2019-07-08 18:46:00,0,0,0,1,0,0,0,0,0,0,lang036,25.728650000000002,91.16923333333334,994,0,0,1,0,0,1,1,0,1,0,0,1,0,,0,,0,,0,,1,50.0,0,,0,,0,,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247571526,0.256261246,0.410086483,0.024822097,0.046360327,0.01489832,July
NLAN017,2019-07-08 19:01:00,0,0,0,1,0,0,0,0,0,0,lang039,25.72805,91.17465,982,0,0,1,0,0,1,1,0,1,0,0,1,0,,0,,0,,0,,1,50.0,0,,0,,0,,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.252520941,0.28003521,0.400791323,0.016117829,0.038355596,0.012179101,July
NLAN023,2019-08-08 18:50:00,0,0,0,1,0,0,0,0,0,0,lang029,25.728183333333334,91.1701,974,0,0,1,0,0,1,1,0,1,0,0,1,4,25.0,0,,0,,0,,0,,0,,0,,0,,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.252734476,0.259408317,0.402430729,0.021484685,0.048980844,0.014960949,August
NLAN024,2019-08-08 19:07:00,0,0,0,1,0,0,0,0,0,0,lang072,25.72835,91.1691,1000,0,0,1,0,0,1,1,0,1,0,0,1,0,,0,,0,,0,,1,50.0,0,,0,,0,,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242708825,0.256797966,0.416347871,0.026205893,0.043894024,0.014045422,August
NLAN031,2019-09-08 16:20:00,0,0,0,1,0,0,0,0,0,0,lang058,25.727766666666668,91.17286666666666,1007,0,1,0,1,0,0,1,1,0,0,0,1,0,,2,50.0,0,,0,,1,100.0,0,,0,,0,,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267596243,0.272933668,0.386298038,0.015587648,0.043567957,0.014016445,September
NLAN032,2019-09-08 16:30:00,0,0,0,1,0,0,0,0,0,0,lang065,25.730183333333333,91.1708,983,0,1,0,0,0,1,1,0,1,0,0,1,0,,0,,0,,0,,1,50.0,0,,0,,0,,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264215583,0.258715676,0.385340751,0.014119878,0.058061087,0.019547025,September
NLAN034,2019-08-14 17:00:00,0,0,0,1,0,0,0,0,0,0,lang110,25.730083333333333,91.1694,987,1,0,0,0,0,1,1,0,1,0,0,1,0,,0,,0,,0,,1,50.0,0,,0,,0,,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257387042,0.253529147,0.397925029,0.019730988,0.053047698,0.018380096,August
NLAN035,2019-09-08 17:10:00,0,0,0,1,0,0,0,0,0,0,lang045,25.728616666666667,91.17128333333334,976,0,0,1,0,0,1,1,0,1,0,0,1,0,,0,,0,,0,,1,50.0,0,,0,,0,,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267563914,0.264496603,0.381148991,0.016053135,0.053989411,0.016747945,September
NLAN036,2019-09-08 17:25:00,0,0,0,1,0,0,0,0,0,0,lang036,25.728650000000002,91.16923333333334,994,0,0,1,0,0,1,1,0,1,0,0,1,0,,0,,0,,0,,1,50.0,0,,0,,0,,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247571526,0.256261246,0.410086483,0.024822097,0.046360327,0.01489832,September
NLAN037,2019-09-08 17:40:00,0,0,0,1,0,0,0,0,0,0,lang039,25.72805,91.17465,982,0,0,1,0,0,1,1,0,1,0,0,1,0,,0,,0,,0,,1,50.0,0,,0,,0,,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252520941,0.28003521,0.400791323,0.016117829,0.038355596,0.012179101,September
NMAW001,2019-08-28 17:45:00,0,0,0,0,1,0,0,0,0,0,maws041,25.728616666666667,91.21696666666666,1064,0,0,1,0,0,1,1,0,0,0,1,1,2,25.0,0,,0,,0,,0,,0,,0,,0,,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,0,0,0,0,0.1864227,0.336562856,0.4197543,0.036537482,0.017343468,0.003379193,August
